ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
F36049D1B0BD461B,docked_bike,2021-04-30 15:37:47,2021-04-30 15:44:30,Journal Square,JC103,Oakland Ave,JC022,40.73367,-74.0625,40.7376037,-74.0524783,member
C96D8B03B40A741A,docked_bike,2021-04-30 23:47:38,2021-05-01 00:03:47,Newark Ave,JC032,McGinley Square,JC055,40.721525,-74.046304,40.7253399253558,-74.06762212514877,member
77F5FABFF59683F6,docked_bike,2021-04-03 19:48:56,2021-04-03 20:30:35,Heights Elevator,JC059,W 15 St & 6 Ave,5989.02,40.748715,-74.040443,40.738046142482766,-73.99642959237099,member
7F8F9A937B196FA4,docked_bike,2021-04-08 23:03:22,2021-04-09 20:31:16,Paulus Hook,JC002,Paulus Hook,JC002,40.714145,-74.033551,40.7141454,-74.0335519,member
A66375041A13A59C,docked_bike,2021-04-19 20:10:21,2021-04-19 20:56:22,Bergen Ave,JC095,Journal Square,JC103,40.722103,-74.071455,40.73367,-74.0625,member
0AAA032AEBBDE9FA,docked_bike,2021-04-01 16:15:48,2021-04-01 16:43:32,Harborside,JC104,York St,JC096,40.719252,-74.034234,40.71649,-74.04105,casual
F0B89BAE303F4038,docked_bike,2021-04-07 12:15:29,2021-04-07 12:27:03,Warren St,JC006,Monmouth and 6th,JC075,40.721124,-74.038051,40.725685,-74.04879,member
35B83DF1E19E437B,docked_bike,2021-04-01 16:26:44,2021-04-01 16:46:12,Heights Elevator,JC059,York St,JC096,40.748715,-74.040443,40.71649,-74.04105,member
8369C0849A90A214,docked_bike,2021-04-19 06:42:27,2021-04-19 06:45:33,Newark Ave,JC032,JC Medical Center,JC011,40.721525,-74.046305,40.71654,-74.049638,member
70A763E35F6897D3,docked_bike,2021-04-23 13:53:08,2021-04-23 14:12:18,Warren St,JC006,Montgomery St,JC099,40.721123,-74.03805,40.71942,-74.05099,member
E2235A22878E6FCE,docked_bike,2021-04-25 19:44:30,2021-04-25 19:47:47,Paulus Hook,JC002,Morris Canal,JC072,40.714145,-74.033551,40.7124188237569,-74.03852552175522,member
F25EB04CE82A20A6,docked_bike,2021-04-20 09:24:29,2021-04-20 09:28:08,Grand St,JC102,Columbus Dr at Exchange Pl,JC106,40.715177,-74.037683,40.71687,-74.03281,member
B5308D64077CC860,docked_bike,2021-04-06 19:05:43,2021-04-06 19:13:28,Paulus Hook,JC002,Van Vorst Park,JC035,40.714145,-74.033551,40.71848892,-74.047726625,casual
4045439354E43314,docked_bike,2021-04-23 20:53:01,2021-04-23 21:30:33,Paulus Hook,JC002,Brunswick & 6th,JC081,40.714145,-74.033551,40.72601172964625,-74.05038893222809,member
76AC5C38E5E41642,docked_bike,2021-04-01 13:40:11,2021-04-07 15:02:57,Journal Square,JC103,NYCBS DEPOT - DELANCEY,SYS014,40.73367,-74.0625,40.716444,-73.982331,casual
EA6A36550793584A,docked_bike,2021-04-18 17:06:31,2021-04-18 17:16:26,Bergen Ave,JC095,Liberty Light Rail,JC052,40.722103,-74.071455,40.7112423,-74.0557013,casual
39259F33646A48FC,docked_bike,2021-04-13 15:17:30,2021-04-13 15:26:33,Journal Square,JC103,Pershing Field,JC024,40.73367,-74.0625,40.742677141,-74.051788633,member
56E0148EF028356D,docked_bike,2021-04-13 19:30:17,2021-04-13 19:40:31,Journal Square,JC103,Pershing Field,JC024,40.73367,-74.0625,40.742677141,-74.051788633,casual
93409B16EBD89D0E,docked_bike,2021-04-28 19:27:55,2021-04-28 19:29:18,Jersey & 6th St,JC027,Jersey & 6th St,JC027,40.725289,-74.045571,40.72528910781132,-74.04557168483734,casual
F932DCD2936D770A,docked_bike,2021-04-01 13:57:29,2021-04-01 13:57:35,Hoboken Ave at Monmouth St,JC105,,,40.735208,-74.046963,,,member
396605E78C82011A,docked_bike,2021-04-26 20:35:53,2021-04-26 20:56:29,Paulus Hook,JC002,Glenwood Ave,JC094,40.714145,-74.033551,40.72755146730012,-74.07106071710587,member
E487957E23B69CF4,docked_bike,2021-04-09 19:26:52,2021-04-09 20:17:30,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
DDCBDD5B47A43FC8,docked_bike,2021-04-21 18:59:58,2021-04-21 19:06:49,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
C031D49B7A0B2B78,docked_bike,2021-04-20 19:15:09,2021-04-20 20:07:40,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
65597EA67F255E8F,docked_bike,2021-04-06 18:03:37,2021-04-06 18:05:03,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
AD42E84D8A130018,docked_bike,2021-04-26 23:44:54,2021-04-27 00:16:39,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
64FD8A3C6B4C5AD3,docked_bike,2021-04-09 23:42:47,2021-04-10 00:17:43,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
D2EFE5CD863F1D0F,docked_bike,2021-04-23 21:09:09,2021-04-23 21:17:02,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
B0CCAFD5B6D76EBB,docked_bike,2021-04-25 15:28:23,2021-04-25 16:06:02,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
B01DAD71D4A6D189,docked_bike,2021-04-04 16:31:00,2021-04-04 16:55:23,Hilltop,JC019,Washington St,JC098,40.731168,-74.057573,40.7242941,-74.0354826,casual
91D108AEE8E6D001,docked_bike,2021-04-13 09:33:48,2021-04-13 09:38:32,Grand St,JC102,Washington St,JC098,40.715177,-74.037683,40.7242941,-74.0354826,member
387FC49CE4CD90F9,docked_bike,2021-04-20 22:12:10,2021-04-20 22:34:07,Journal Square,JC103,Washington St,JC098,40.73367,-74.0625,40.7242941,-74.0354826,member
26599E0B2C597408,docked_bike,2021-04-23 21:29:26,2021-04-23 21:52:54,Journal Square,JC103,Washington St,JC098,40.73367,-74.0625,40.7242941,-74.0354826,member
80EB896F7DCB047B,docked_bike,2021-04-08 20:40:28,2021-04-08 20:53:13,Christ Hospital,JC034,Washington St,JC098,40.734785,-74.050443,40.7242941,-74.0354826,member
E43DB13C2E5BE377,docked_bike,2021-04-07 14:34:36,2021-04-07 14:37:04,Newport PATH,JC066,Washington St,JC098,40.727223,-74.033758,40.7242941,-74.0354826,member
83CD1F99E87D0464,docked_bike,2021-04-23 13:09:59,2021-04-23 13:12:04,Newport PATH,JC066,Washington St,JC098,40.727223,-74.033758,40.7242941,-74.0354826,member
C20736FB89FA23A9,docked_bike,2021-04-06 13:38:35,2021-04-06 13:51:02,Baldwin at Montgomery,JC020,Washington St,JC098,40.723658,-74.064194,40.7242941,-74.0354826,casual
F69AEC103A7EA13B,docked_bike,2021-04-23 19:45:19,2021-04-23 20:00:07,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
773755E5F4C79441,docked_bike,2021-04-08 14:01:41,2021-04-08 14:17:21,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
9A0BCD47697E1FC1,docked_bike,2021-04-14 14:54:09,2021-04-14 15:24:10,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
883D37E1C4202D5C,docked_bike,2021-04-03 14:27:37,2021-04-03 14:30:47,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
E5ACE7CA0AC9A4F9,docked_bike,2021-04-26 06:17:10,2021-04-26 06:18:09,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
355C80A610CA3C08,docked_bike,2021-04-26 19:31:00,2021-04-26 19:59:35,Washington St,JC098,Washington St,JC098,40.724294,-74.035483,40.724294,-74.035483,casual
830EBC05FB3AD8EB,docked_bike,2021-04-12 13:45:06,2021-04-12 14:46:38,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
347B03C3B8E917CF,docked_bike,2021-04-18 22:23:40,2021-04-18 23:34:28,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
57826FF345FC7EB8,docked_bike,2021-04-05 11:01:33,2021-04-05 11:10:36,Newark Ave,JC032,Christ Hospital,JC034,40.721525,-74.046304,40.734785818,-74.050443636,member
40D2D5459EA39899,docked_bike,2021-04-29 14:50:49,2021-04-29 15:00:04,Hoboken Ave at Monmouth St,JC105,Washington St,JC098,40.735208,-74.046963,40.7242941,-74.0354826,casual
F3D11F2B63D73516,docked_bike,2021-04-14 19:38:05,2021-04-14 19:45:28,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
2656BAB617B05A4B,docked_bike,2021-04-23 19:29:30,2021-04-23 19:55:24,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
C60775C3DC5D212B,docked_bike,2021-04-08 20:53:09,2021-04-08 22:00:03,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
9A667542D9CBFD15,docked_bike,2021-04-22 09:07:50,2021-04-22 09:35:10,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
1F0949EAB7A84D45,docked_bike,2021-04-05 19:02:22,2021-04-05 19:16:02,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
95420223F9BFA0FB,docked_bike,2021-04-04 12:40:10,2021-04-04 12:40:47,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
66A1548A4686F2F3,docked_bike,2021-04-09 19:26:40,2021-04-09 20:17:27,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
E16385F00EB1A52F,docked_bike,2021-04-19 17:46:14,2021-04-19 17:46:39,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
4106DEBF159CB591,docked_bike,2021-04-28 15:48:15,2021-04-28 15:49:51,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
5A0117DCE59B17EE,docked_bike,2021-04-09 18:33:06,2021-04-09 20:07:52,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
EC2E9FF918E5BBBC,docked_bike,2021-04-23 17:25:26,2021-04-23 18:28:16,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
6BF7A940D5F7866B,docked_bike,2021-04-11 18:21:05,2021-04-11 18:33:38,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
1EF5CEDE1C48689E,docked_bike,2021-04-24 10:35:51,2021-04-24 11:16:11,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
AD33D5B5650F257F,docked_bike,2021-04-23 21:08:36,2021-04-23 21:15:27,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
F9FBB52E0557CE2F,docked_bike,2021-04-03 18:10:40,2021-04-03 19:08:05,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
B1C459DBB173BF14,docked_bike,2021-04-29 08:24:48,2021-04-29 08:45:47,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
65A664B401696A78,docked_bike,2021-04-12 16:39:32,2021-04-12 16:53:29,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
A49C6B8DAB56B449,docked_bike,2021-04-26 20:36:03,2021-04-26 20:57:48,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
782125836FC74823,docked_bike,2021-04-24 12:34:26,2021-04-24 12:59:51,Washington St,JC098,Washington St,JC098,40.724294,-74.035483,40.724294,-74.035483,casual
F3C7D2444EEE311C,docked_bike,2021-04-24 22:13:36,2021-04-24 22:18:25,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
5C4B94E514D4F161,docked_bike,2021-04-10 14:34:47,2021-04-10 16:56:01,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
6BC93A208065C5F8,docked_bike,2021-04-09 18:32:19,2021-04-09 20:08:03,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
991BE35B31580474,docked_bike,2021-04-28 21:14:52,2021-04-28 21:49:23,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
B71CCF8177476B81,docked_bike,2021-04-19 17:46:16,2021-04-19 18:05:56,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
3BA89B6269D732AF,docked_bike,2021-04-26 23:01:11,2021-04-26 23:29:26,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
9E638CDA3FC69804,docked_bike,2021-04-09 09:41:02,2021-04-09 09:51:55,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
D9A597B530E6E0EA,docked_bike,2021-04-27 10:00:36,2021-04-27 10:35:38,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
ACF6A6C39B26AD5D,docked_bike,2021-04-09 19:26:25,2021-04-09 20:17:15,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
583D1D4EF7590C52,docked_bike,2021-04-18 22:27:39,2021-04-18 23:34:24,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
F1A64F8AD6CD0DB1,docked_bike,2021-04-27 20:55:04,2021-04-27 21:05:35,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
6088957FA44B1A99,docked_bike,2021-04-06 11:46:53,2021-04-06 12:47:38,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
514790051033EB64,docked_bike,2021-04-06 17:50:41,2021-04-06 18:23:24,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
F619F1F6185069A8,docked_bike,2021-04-18 21:51:38,2021-04-18 22:23:14,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
387D5CC97865E9BC,docked_bike,2021-04-24 14:24:15,2021-04-24 16:17:31,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
2371FF3CD5FE0DF9,docked_bike,2021-04-04 20:25:20,2021-04-04 21:15:51,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
1FC553557CD71047,docked_bike,2021-04-27 15:52:48,2021-04-27 16:34:44,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
6838FA9E84CC9CF4,docked_bike,2021-04-08 11:49:57,2021-04-08 11:54:51,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
64F7BB432204460E,docked_bike,2021-04-30 20:24:36,2021-04-30 20:37:07,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
5EA0F9CF937E1529,docked_bike,2021-04-06 20:03:25,2021-04-06 20:13:36,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
97205D8AFD811BBC,docked_bike,2021-04-24 12:34:25,2021-04-24 12:59:56,Washington St,JC098,Washington St,JC098,40.724294,-74.035483,40.724294,-74.035483,casual
9E6AE16C2498AFF0,docked_bike,2021-04-29 07:16:21,2021-04-29 07:47:16,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
65BA59EAF153D683,docked_bike,2021-04-13 22:07:16,2021-04-13 22:32:03,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
B0DCF54575863C6F,docked_bike,2021-04-10 16:27:20,2021-04-10 16:45:45,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
64701AE2EB1ABE68,docked_bike,2021-04-18 10:58:53,2021-04-18 11:18:54,Washington St,JC098,Washington St,JC098,40.724294,-74.035483,40.724294,-74.035483,casual
73D449E52BC5FE9C,docked_bike,2021-04-24 22:01:50,2021-04-24 22:38:46,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
FB3FF0B006D550CE,docked_bike,2021-04-24 14:24:16,2021-04-24 16:22:59,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
5C805979E274A45D,docked_bike,2021-04-21 19:35:52,2021-04-21 19:39:39,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
7B9CDB5D949ED529,docked_bike,2021-04-19 20:18:06,2021-04-19 21:30:13,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
DCE5264D8BC4E472,docked_bike,2021-04-19 08:33:08,2021-04-19 08:44:53,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
062E9C853202BDD8,docked_bike,2021-04-12 13:45:19,2021-04-12 14:46:53,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
08F0FDFD8E6B59F3,docked_bike,2021-04-13 22:07:39,2021-04-13 22:32:06,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
C2C7C2D3BD94955A,docked_bike,2021-04-04 20:24:56,2021-04-04 21:15:51,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
FCB895CEB70018DB,docked_bike,2021-04-23 21:57:05,2021-04-23 22:33:50,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
4DD4DF7AE2A42FD0,docked_bike,2021-04-08 10:35:52,2021-04-08 10:36:17,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
B8D039CE68580FF4,docked_bike,2021-04-13 20:30:05,2021-04-13 21:23:29,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
DB5DCFDDDABEC6F7,docked_bike,2021-04-23 11:39:58,2021-04-23 11:53:29,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
064485E4A3F1C5AF,docked_bike,2021-04-19 14:33:05,2021-04-19 15:37:36,Washington St,JC098,Washington St,JC098,40.724294,-74.035483,40.724294,-74.035483,casual
98507CA7AA36A69F,docked_bike,2021-04-20 19:53:05,2021-04-20 19:56:27,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
F9311C3EA61EC3EB,docked_bike,2021-04-19 19:58:14,2021-04-19 20:20:11,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
334631946B569B70,docked_bike,2021-04-26 23:01:25,2021-04-26 23:29:17,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,member
4457B53047505B93,docked_bike,2021-04-04 10:53:07,2021-04-04 10:53:10,Washington St,JC098,Washington St,JC098,40.724294,-74.035483,40.724294,-74.035483,casual
B3BE64B02E332C10,docked_bike,2021-04-07 23:46:48,2021-04-08 00:30:57,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
F948703569D165D4,docked_bike,2021-04-23 19:04:28,2021-04-23 19:38:32,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
23FA5D53FE6D117D,docked_bike,2021-04-19 20:16:14,2021-04-19 21:29:36,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
4BAC4566202C0711,docked_bike,2021-04-29 08:25:22,2021-04-29 08:45:43,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
4D8C8DEF14CEAC73,docked_bike,2021-04-13 16:45:43,2021-04-13 17:28:58,Washington St,JC098,Washington St,JC098,40.724294,-74.035482,40.7242941,-74.0354826,casual
928B6D9D7A8A9801,docked_bike,2021-04-04 18:11:22,2021-04-04 18:24:07,Marin Light Rail,JC013,Washington St,JC098,40.714584,-74.042817,40.7242941,-74.0354826,member
C3E9BBD1D46FD840,docked_bike,2021-04-23 16:12:57,2021-04-23 16:43:38,Marin Light Rail,JC013,Washington St,JC098,40.714584,-74.042817,40.7242941,-74.0354826,casual
EE5DC2F0CC188517,docked_bike,2021-04-13 15:55:39,2021-04-13 16:04:14,Marin Light Rail,JC013,Washington St,JC098,40.714584,-74.042817,40.7242941,-74.0354826,casual
AB6AA8A419ECDB8C,docked_bike,2021-04-16 07:15:47,2021-04-16 07:22:25,Marin Light Rail,JC013,Washington St,JC098,40.714584,-74.042817,40.7242941,-74.0354826,member
0BB77623435666A1,docked_bike,2021-04-06 06:09:31,2021-04-06 06:15:58,Marin Light Rail,JC013,Washington St,JC098,40.714584,-74.042817,40.7242941,-74.0354826,member
CE4B4B88FBF63B34,docked_bike,2021-04-28 18:24:56,2021-04-28 19:22:10,Warren St,JC006,Washington St,JC098,40.721123,-74.03805,40.7242941,-74.0354826,casual
3A519023E4DD9193,docked_bike,2021-04-28 18:24:56,2021-04-28 19:21:49,Warren St,JC006,Washington St,JC098,40.721123,-74.03805,40.7242941,-74.0354826,casual
C66C4CA6D5008DB9,docked_bike,2021-04-02 14:20:09,2021-04-02 15:00:44,Warren St,JC006,Washington St,JC098,40.721123,-74.03805,40.7242941,-74.0354826,casual
D4DE7CFDA1C6B505,docked_bike,2021-04-23 19:06:55,2021-04-23 19:15:20,JC Medical Center,JC011,Washington St,JC098,40.716539,-74.049637,40.7242941,-74.0354826,member
78A3D6C260D4A275,docked_bike,2021-04-24 11:07:32,2021-04-24 11:59:02,Warren St,JC006,Washington St,JC098,40.721123,-74.03805,40.7242941,-74.0354826,casual
D43B39467EF3E9EA,docked_bike,2021-04-18 13:06:10,2021-04-18 13:11:33,Manila & 1st,JC082,Washington St,JC098,40.72165,-74.042884,40.7242941,-74.0354826,member
