"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
250,"2020-12-01 06:07:03.4560","2020-12-01 06:11:13.8030",3206,"Hilltop",40.7311689,-74.0575736,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44400,"Subscriber",1968,1
300,"2020-12-01 06:14:17.8150","2020-12-01 06:19:18.5410",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,42230,"Subscriber",1980,1
373,"2020-12-01 06:14:56.9720","2020-12-01 06:21:10.9700",3199,"Newport Pkwy",40.7287448,-74.0321082,3187,"Warren St",40.7211236,-74.03805095,42308,"Subscriber",1985,2
784,"2020-12-01 06:15:43.3510","2020-12-01 06:28:47.7570",3184,"Paulus Hook",40.7141454,-74.0335519,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,42423,"Subscriber",1990,1
134,"2020-12-01 06:15:49.5860","2020-12-01 06:18:04.5690",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,44364,"Subscriber",1964,1
162,"2020-12-01 06:16:45.7670","2020-12-01 06:19:28.0830",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,28161,"Subscriber",1970,1
516,"2020-12-01 06:18:04.8810","2020-12-01 06:26:41.0470",3203,"Hamilton Park",40.727595966,-74.044247311,3184,"Paulus Hook",40.7141454,-74.0335519,42455,"Subscriber",1969,1
231,"2020-12-01 06:19:03.1210","2020-12-01 06:22:55.0450",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3280,"Astor Place",40.71928220070702,-74.07126188278198,44414,"Subscriber",1993,2
168,"2020-12-01 06:24:06.6980","2020-12-01 06:26:55.6920",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42178,"Subscriber",1986,1
326,"2020-12-01 06:25:33.7760","2020-12-01 06:31:00.7030",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,34038,"Subscriber",1981,1
366,"2020-12-01 06:30:48.5860","2020-12-01 06:36:55.4750",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,17450,"Subscriber",1999,1
168,"2020-12-01 06:32:33.3800","2020-12-01 06:35:21.4640",3681,"Grand St",40.71517767732029,-74.03768330812454,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,14598,"Subscriber",1985,1
291,"2020-12-01 06:33:44.8770","2020-12-01 06:38:36.4250",3187,"Warren St",40.7211236,-74.03805095,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,45683,"Subscriber",1990,1
313,"2020-12-01 06:33:46.3320","2020-12-01 06:38:59.4940",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,27622,"Customer",1969,0
1756,"2020-12-01 06:35:21.3320","2020-12-01 07:04:37.9820",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,42147,"Subscriber",1985,1
206,"2020-12-01 06:36:29.1990","2020-12-01 06:39:56.1020",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,27808,"Customer",2000,1
257,"2020-12-01 06:43:58.7800","2020-12-01 06:48:15.8940",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,31092,"Subscriber",1967,1
474,"2020-12-01 06:57:11.2750","2020-12-01 07:05:06.1340",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29718,"Subscriber",1989,1
194,"2020-12-01 06:57:28.5350","2020-12-01 07:00:43.3000",3212,"Christ Hospital",40.734785818,-74.050443636,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,44388,"Subscriber",1982,1
343,"2020-12-01 06:58:27.6150","2020-12-01 07:04:11.4940",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3187,"Warren St",40.7211236,-74.03805095,38978,"Subscriber",1991,1
288,"2020-12-01 06:59:25.5880","2020-12-01 07:04:14.3020",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42423,"Subscriber",1980,1
364,"2020-12-01 07:07:00.6460","2020-12-01 07:13:04.9770",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3638,"Washington St",40.7242941,-74.0354826,42117,"Subscriber",1989,1
266,"2020-12-01 07:09:53.0160","2020-12-01 07:14:19.1170",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42788,"Subscriber",1984,2
400,"2020-12-01 07:12:57.3160","2020-12-01 07:19:37.8570",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,46541,"Subscriber",1990,1
960,"2020-12-01 07:16:41.6650","2020-12-01 07:32:41.9520",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,48916,"Subscriber",1996,2
427,"2020-12-01 07:18:40.5160","2020-12-01 07:25:47.7380",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,29376,"Subscriber",1979,1
460,"2020-12-01 07:19:14.7970","2020-12-01 07:26:54.8980",3209,"Brunswick St",40.7241765,-74.0506564,3199,"Newport Pkwy",40.7287448,-74.0321082,44911,"Subscriber",1987,2
233,"2020-12-01 07:20:28.0930","2020-12-01 07:24:22.0500",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,39160,"Subscriber",1986,1
193,"2020-12-01 07:20:45.1840","2020-12-01 07:23:58.5340",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42601,"Subscriber",1967,1
308,"2020-12-01 07:20:54.4790","2020-12-01 07:26:02.9480",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,45341,"Subscriber",1970,2
264,"2020-12-01 07:23:46.2990","2020-12-01 07:28:10.9460",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,45233,"Subscriber",1963,1
146,"2020-12-01 07:30:56.9480","2020-12-01 07:33:23.6640",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,45683,"Subscriber",1992,1
108,"2020-12-01 07:31:56.1810","2020-12-01 07:33:44.2600",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,34038,"Subscriber",1995,2
405,"2020-12-01 07:36:30.1050","2020-12-01 07:43:16.0640",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,42308,"Subscriber",1985,2
1158,"2020-12-01 07:36:37.1610","2020-12-01 07:55:55.8400",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,48916,"Subscriber",1980,1
839,"2020-12-01 07:37:54.2840","2020-12-01 07:51:54.0980",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,44364,"Subscriber",1990,1
429,"2020-12-01 07:39:17.8740","2020-12-01 07:46:27.7020",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,46537,"Subscriber",1988,1
195,"2020-12-01 07:45:02.2180","2020-12-01 07:48:17.5700",3214,"Essex Light Rail",40.7127742,-74.0364857,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42150,"Subscriber",1991,2
433,"2020-12-01 07:46:50.5110","2020-12-01 07:54:03.7640",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3481,"York St",40.71649,-74.04105,42361,"Subscriber",1987,1
859,"2020-12-01 07:47:15.6610","2020-12-01 08:01:34.8280",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,42147,"Subscriber",1966,1
1350,"2020-12-01 07:48:19.5880","2020-12-01 08:10:49.9950",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,45274,"Customer",1988,1
409,"2020-12-01 07:49:53.5590","2020-12-01 07:56:42.8380",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44895,"Subscriber",1995,2
282,"2020-12-01 07:51:47.3580","2020-12-01 07:56:30.3460",3638,"Washington St",40.7242941,-74.0354826,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,44212,"Subscriber",1989,1
227,"2020-12-01 07:53:34.8940","2020-12-01 07:57:22.4920",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3214,"Essex Light Rail",40.7127742,-74.0364857,42150,"Subscriber",1991,2
486,"2020-12-01 07:54:17.2870","2020-12-01 08:02:23.4860",3638,"Washington St",40.7242941,-74.0354826,3639,"Harborside",40.7192517,-74.034234,42596,"Subscriber",1992,1
247,"2020-12-01 07:54:21.0230","2020-12-01 07:58:28.6450",3184,"Paulus Hook",40.7141454,-74.0335519,3185,"City Hall",40.7177325,-74.043845,42455,"Subscriber",1989,1
865,"2020-12-01 07:54:51.9380","2020-12-01 08:09:17.4190",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,30360,"Subscriber",2003,1
712,"2020-12-01 07:55:26.6050","2020-12-01 08:07:19.0700",3213,"Van Vorst Park",40.71848892,-74.047726625,3213,"Van Vorst Park",40.71848892,-74.047726625,48739,"Subscriber",1970,1
224,"2020-12-01 07:55:30.9160","2020-12-01 07:59:15.0580",3201,"Dey St",40.737711,-74.066921,3640,"Journal Square",40.73367,-74.0625,42456,"Subscriber",1966,1
476,"2020-12-01 07:56:02.7580","2020-12-01 08:03:58.8670",3202,"Newport PATH",40.7272235,-74.0337589,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,44690,"Subscriber",1991,2
260,"2020-12-01 07:56:04.7340","2020-12-01 08:00:24.9310",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,40637,"Subscriber",1989,1
938,"2020-12-01 07:58:05.0060","2020-12-01 08:13:43.6050",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3202,"Newport PATH",40.7272235,-74.0337589,45352,"Subscriber",1975,1
941,"2020-12-01 07:58:21.9050","2020-12-01 08:14:03.3950",3199,"Newport Pkwy",40.7287448,-74.0321082,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44969,"Customer",1969,0
410,"2020-12-01 08:00:16.4340","2020-12-01 08:07:07.3300",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,46530,"Subscriber",1969,1
518,"2020-12-01 08:02:54.2820","2020-12-01 08:11:32.5090",3199,"Newport Pkwy",40.7287448,-74.0321082,3184,"Paulus Hook",40.7141454,-74.0335519,44911,"Subscriber",1992,1
537,"2020-12-01 08:06:03.7280","2020-12-01 08:15:01.2650",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3195,"Sip Ave",40.73089709786179,-74.06391263008118,40124,"Subscriber",1991,2
410,"2020-12-01 08:06:11.5600","2020-12-01 08:13:01.8560",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3184,"Paulus Hook",40.7141454,-74.0335519,42250,"Subscriber",1984,2
429,"2020-12-01 08:07:21.8480","2020-12-01 08:14:30.8630",3214,"Essex Light Rail",40.7127742,-74.0364857,3202,"Newport PATH",40.7272235,-74.0337589,44603,"Subscriber",1991,1
236,"2020-12-01 08:08:02.2010","2020-12-01 08:11:58.6270",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,43798,"Subscriber",1977,1
387,"2020-12-01 08:08:15.3260","2020-12-01 08:14:42.5110",3187,"Warren St",40.7211236,-74.03805095,3203,"Hamilton Park",40.727595966,-74.044247311,38978,"Subscriber",1996,2
305,"2020-12-01 08:09:07.3520","2020-12-01 08:14:12.5280",3280,"Astor Place",40.71928220070702,-74.07126188278198,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,42255,"Subscriber",1993,2
449,"2020-12-01 08:09:28.4690","2020-12-01 08:16:58.2670",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3206,"Hilltop",40.7311689,-74.0575736,44400,"Subscriber",1968,1
17454,"2020-12-01 08:10:54.5190","2020-12-01 13:01:49.1750",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,18851,"Subscriber",1975,2
170,"2020-12-01 08:14:15.5890","2020-12-01 08:17:06.5260",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,45274,"Subscriber",1982,1
337,"2020-12-01 08:14:30.3710","2020-12-01 08:20:08.1330",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3267,"Morris Canal",40.7124188237569,-74.03852552175522,44555,"Subscriber",1978,2
337,"2020-12-01 08:15:13.6530","2020-12-01 08:20:50.6970",3187,"Warren St",40.7211236,-74.03805095,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,47054,"Subscriber",1991,1
949,"2020-12-01 08:19:06.9430","2020-12-01 08:34:56.7570",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,26443,"Subscriber",1982,1
635,"2020-12-01 08:20:19.6420","2020-12-01 08:30:54.9240",3187,"Warren St",40.7211236,-74.03805095,3194,"McGinley Square",40.7253399253558,-74.06762212514877,26719,"Subscriber",1984,1
171,"2020-12-01 08:27:10.4530","2020-12-01 08:30:01.4660",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3185,"City Hall",40.7177325,-74.043845,42305,"Subscriber",1983,1
94,"2020-12-01 08:30:58.9530","2020-12-01 08:32:33.8840",3639,"Harborside",40.7192517,-74.034234,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42596,"Subscriber",1974,2
426,"2020-12-01 08:33:17.1380","2020-12-01 08:40:24.0140",3187,"Warren St",40.7211236,-74.03805095,3202,"Newport PATH",40.7272235,-74.0337589,45363,"Customer",1969,0
640,"2020-12-01 08:39:51.1250","2020-12-01 08:50:31.9020",3199,"Newport Pkwy",40.7287448,-74.0321082,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42308,"Subscriber",1991,2
279,"2020-12-01 08:41:17.7280","2020-12-01 08:45:56.7740",3192,"Liberty Light Rail",40.7112423,-74.0557013,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,48930,"Subscriber",1991,1
182,"2020-12-01 08:42:31.4510","2020-12-01 08:45:33.6440",3211,"Newark Ave",40.72152515,-74.046304543,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,48910,"Subscriber",1967,2
316,"2020-12-01 08:42:43.6530","2020-12-01 08:48:00.3610",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42417,"Subscriber",1995,1
599,"2020-12-01 08:44:05.7870","2020-12-01 08:54:04.8400",3192,"Liberty Light Rail",40.7112423,-74.0557013,3639,"Harborside",40.7192517,-74.034234,43568,"Subscriber",1972,1
160,"2020-12-01 08:44:07.8010","2020-12-01 08:46:48.3530",3211,"Newark Ave",40.72152515,-74.046304543,3203,"Hamilton Park",40.727595966,-74.044247311,45355,"Subscriber",1989,1
465,"2020-12-01 08:44:58.1610","2020-12-01 08:52:44.0950",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,45198,"Customer",1998,1
416,"2020-12-01 08:48:19.6380","2020-12-01 08:55:15.7380",3206,"Hilltop",40.7311689,-74.0575736,3202,"Newport PATH",40.7272235,-74.0337589,42411,"Subscriber",1990,1
393,"2020-12-01 08:48:59.5490","2020-12-01 08:55:33.4220",3210,"Pershing Field",40.742677141,-74.051788633,3640,"Journal Square",40.73367,-74.0625,42380,"Subscriber",1990,1
1173,"2020-12-01 08:51:07.1290","2020-12-01 09:10:40.8550",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3481,"York St",40.71649,-74.04105,45350,"Subscriber",1991,1
624,"2020-12-01 08:52:45.0020","2020-12-01 09:03:09.4190",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3184,"Paulus Hook",40.7141454,-74.0335519,43244,"Subscriber",1983,1
152,"2020-12-01 08:54:07.6420","2020-12-01 08:56:40.4290",3638,"Washington St",40.7242941,-74.0354826,3202,"Newport PATH",40.7272235,-74.0337589,42614,"Subscriber",1989,1
425,"2020-12-01 08:56:31.6050","2020-12-01 09:03:36.7070",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3202,"Newport PATH",40.7272235,-74.0337589,48924,"Subscriber",1979,1
650,"2020-12-01 08:57:55.9910","2020-12-01 09:08:46.3470",3199,"Newport Pkwy",40.7287448,-74.0321082,3639,"Harborside",40.7192517,-74.034234,44762,"Subscriber",1962,2
838,"2020-12-01 08:58:05.0340","2020-12-01 09:12:03.4380",3202,"Newport PATH",40.7272235,-74.0337589,3185,"City Hall",40.7177325,-74.043845,45363,"Customer",1969,0
556,"2020-12-01 08:58:08.7430","2020-12-01 09:07:25.5170",3199,"Newport Pkwy",40.7287448,-74.0321082,3209,"Brunswick St",40.7241765,-74.0506564,27945,"Subscriber",1987,2
608,"2020-12-01 08:59:14.0440","2020-12-01 09:09:22.8770",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,42492,"Subscriber",1962,1
3900,"2020-12-01 09:03:48.4400","2020-12-01 10:08:49.2930",3203,"Hamilton Park",40.727595966,-74.044247311,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,40517,"Subscriber",1988,1
174,"2020-12-01 09:06:19.0870","2020-12-01 09:09:13.6370",3203,"Hamilton Park",40.727595966,-74.044247311,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,45355,"Subscriber",1984,1
200,"2020-12-01 09:07:24.0260","2020-12-01 09:10:44.6990",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3184,"Paulus Hook",40.7141454,-74.0335519,39920,"Subscriber",1981,1
361,"2020-12-01 09:08:24.3290","2020-12-01 09:14:25.4160",3211,"Newark Ave",40.72152515,-74.046304543,3681,"Grand St",40.71517767732029,-74.03768330812454,44671,"Subscriber",1975,1
632,"2020-12-01 09:09:10.4200","2020-12-01 09:19:43.2850",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3184,"Paulus Hook",40.7141454,-74.0335519,43098,"Subscriber",1963,1
360,"2020-12-01 09:10:11.8220","2020-12-01 09:16:12.2110",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42255,"Subscriber",1988,1
2655,"2020-12-01 09:10:20.9020","2020-12-01 09:54:36.8980",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3206,"Hilltop",40.7311689,-74.0575736,45355,"Subscriber",1984,1
305,"2020-12-01 09:11:16.9290","2020-12-01 09:16:21.9340",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42535,"Customer",1969,0
773,"2020-12-01 09:12:33.8430","2020-12-01 09:25:26.9900",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,30360,"Subscriber",1982,2
144,"2020-12-01 09:13:25.8310","2020-12-01 09:15:50.6730",3211,"Newark Ave",40.72152515,-74.046304543,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,42371,"Subscriber",1989,1
942,"2020-12-01 09:13:34.3080","2020-12-01 09:29:16.5290",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3199,"Newport Pkwy",40.7287448,-74.0321082,47252,"Customer",1969,0
315,"2020-12-01 09:13:57.6110","2020-12-01 09:19:13.3260",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,42014,"Subscriber",1987,1
258,"2020-12-01 09:14:27.4190","2020-12-01 09:18:45.7820",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,46190,"Subscriber",1984,2
393,"2020-12-01 09:15:10.9070","2020-12-01 09:21:44.8570",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42147,"Subscriber",1996,1
1441,"2020-12-01 09:21:25.3700","2020-12-01 09:45:27.2710",3199,"Newport Pkwy",40.7287448,-74.0321082,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,42494,"Customer",1969,0
488,"2020-12-01 09:22:18.7220","2020-12-01 09:30:27.1530",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44664,"Subscriber",1991,1
346,"2020-12-01 09:22:49.6880","2020-12-01 09:28:35.7400",3639,"Harborside",40.7192517,-74.034234,3211,"Newark Ave",40.72152515,-74.046304543,46473,"Subscriber",1991,2
2463,"2020-12-01 09:24:19.2780","2020-12-01 10:05:22.9580",3639,"Harborside",40.7192517,-74.034234,3639,"Harborside",40.7192517,-74.034234,42195,"Customer",1969,0
133,"2020-12-01 09:27:35.9450","2020-12-01 09:29:49.3760",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,48910,"Subscriber",1992,1
193,"2020-12-01 09:31:50.6840","2020-12-01 09:35:03.7080",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31659,"Subscriber",1987,2
410,"2020-12-01 09:33:20.5650","2020-12-01 09:40:10.5860",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,38449,"Customer",1969,0
423,"2020-12-01 09:35:58.4530","2020-12-01 09:43:02.2130",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,45256,"Subscriber",1977,2
849,"2020-12-01 09:36:39.9470","2020-12-01 09:50:49.0160",3210,"Pershing Field",40.742677141,-74.051788633,3679,"Bergen Ave",40.722103786686034,-74.07145500183105,35285,"Subscriber",1975,1
271,"2020-12-01 09:39:43.4340","2020-12-01 09:44:15.1990",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,26719,"Subscriber",1960,1
574,"2020-12-01 09:45:33.4930","2020-12-01 09:55:08.0400",3203,"Hamilton Park",40.727595966,-74.044247311,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,18754,"Subscriber",1964,1
594,"2020-12-01 09:46:02.1290","2020-12-01 09:55:56.9950",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3199,"Newport Pkwy",40.7287448,-74.0321082,42494,"Customer",1969,0
201,"2020-12-01 09:47:39.8620","2020-12-01 09:51:01.1860",3639,"Harborside",40.7192517,-74.034234,3202,"Newport PATH",40.7272235,-74.0337589,42219,"Subscriber",1994,1
